anchor_cat,positive_cat,negative_cat
n02037110,n01601694,n03733805
n04493381,n01694178,n03947888
n02687172,n03814639,n02859443
n04285008,n02177972,n03983396
n02132136,n01945685,n02823750
n02492660,n07880968,n03344393
n02504013,n02085782,n04380533
n02892767,n03874599,n04532670
n07583066,n03976657,n03720891
n02966687,n02676566,n04505470
n02823428,n02093256,n04266014
n02909870,n03627232,n01616318
n02443114,n02783161,n03794056
n04254120,n02101006,n04004767
n03445924,n03676483,n02114548
n04367480,n02834397,n02119789
n12057211,n03841143,n02655020
n04418357,n01687978,n04141327
n02777292,n01632777,n04239074
n02793495,n01697457,n04086273
n02017213,n04612504,n01817953
n02111129,n03599486,n03207941
n02669723,n03045698,n03661043
n02114367,n02500267,n03661043
n04423845,n01984695,n06359193
n02111889,n03888605,n03642806
n01693334,n02106662,n01514668
n04592741,n01530575,n03998194
n02012849,n12267677,n04596742
n04069434,n02607072,n02356798
n02276258,n02423022,n01744401
n01828970,n03729826,n03777568
n02172182,n09256479,n02795169
n02013706,n02097658,n03930630
n01984695,n01695060,n02980441
n13052670,n03131574,n02229544
n02817516,n03240683,n03887697
n03538406,n02641379,n01537544
n01440764,n01494475,n02980441
n02110341,n03770439,n03393912
n02098105,n02966193,n03223299
n03733805,n03661043,n02086646
n02109525,n03710637,n04008634
n04266014,n03908618,n01531178
n02087394,n01675722,n03733805
n04501370,n03977966,n04592741
n01616318,n02088466,n04590129
n02114548,n03041632,n04507155
n03095699,n12998815,n02892201
n02090622,n02094258,n02100236
n02009229,n03394916,n04326547
n02086240,n02782093,n03485794
n02102973,n02769748,n04019541
n02129604,n02510455,n03930313
n02106662,n01560419,n02859443
n01735189,n02110063,n07930864
n04523525,n02979186,n02112706
n04149813,n03461385,n02097047
n01775062,n04376876,n03240683
n02951358,n03045698,n01484850
n04380533,n13052670,n03124170
n02814860,n02108089,n03388183
n07860988,n04044716,n03216828
n01530575,n03633091,n03445777
n07584110,n03404251,n03670208
n04009552,n02007558,n07753275
n03297495,n04517823,n04141327
n03733805,n02443484,n02408429
n03899768,n03888257,n01530575
n04251144,n02321529,n04204238
n02105056,n02226429,n04258138
n03538406,n03710721,n01682714
n02786058,n02086079,n02672831
n04141076,n02128925,n03388549
n02871525,n04005630,n02124075
n03803284,n09835506,n04523525
n02690373,n02930766,n04317175
n03792782,n02814860,n02097474
n02391049,n03026506,n03187595
n12768682,n01728920,n03216828
n03216828,n02916936,n03535780
n02128757,n02837789,n01531178
n02177972,n01950731,n03028079
n04392985,n02808304,n01608432
n02927161,n03146219,n02708093
n02088632,n02422106,n04505470
n02342885,n04070727,n01774384
n03709823,n01641577,n01558993
n04201297,n04376876,n02133161
n02396427,n03763968,n01930112
n02444819,n04522168,n03670208
n03710193,n02951358,n04008634
n02123394,n03110669,n01728920
n02102318,n02177972,n15075141
n07768694,n03047690,n03598930
n10148035,n04229816,n04486054
n03840681,n04204238,n02444819
n02109047,n03710721,n04604644
n03843555,n04328186,n02092002
n04550184,n01728920,n03250847
n04004767,n01749939,n03888257
n02096294,n02509815,n03938244
n02077923,n04310018,n03032252
n03843555,n12768682,n04435653
n02105056,n02106662,n07836838
n04310018,n01877812,n01537544
n07873807,n03445924,n04584207
n07930864,n01689811,n02317335
n04392985,n04554684,n04604644
n12620546,n01873310,n02091635
n03180011,n02894605,n02097474
n02058221,n02804610,n04404412
n02108551,n03770439,n02917067
n02018795,n02111889,n02033041
n03218198,n02085782,n04487081
n02398521,n04532106,n07714571
n01631663,n01930112,n03032252
n02607072,n01496331,n03393912
n04209133,n02817516,n04435653
n02808440,n02277742,n02483708
n03014705,n03127747,n02125311
n03729826,n02177972,n01843065
n04040759,n04590129,n04487081
n02692877,n02098413,n03877845
n03891251,n03692522,n03903868
n03977966,n01950731,n03903868
n07718472,n02730930,n02129165
n03393912,n01855672,n02486261
n03482405,n03179701,n04606251
n03680355,n03976657,n03782006
n03662601,n03290653,n02727426
n02102480,n01883070,n01828970
n02099601,n02480855,n04008634
n02988304,n03710193,n02906734
n03673027,n02727426,n04259630
n01820546,n02497673,n02992211
n02837789,n03868863,n03950228
n02106662,n10565667,n04258138
n02099712,n03929855,n03992509
n03496892,n02396427,n02133161
n03642806,n02104029,n03947888
n01824575,n02007558,n02086240
n02077923,n02536864,n02747177
n03976657,n01873310,n03016953
n02870880,n02106382,n02113023
n02095889,n02115913,n12985857
n03908618,n03920288,n02802426
n04239074,n03272562,n01742172
n02108422,n02325366,n03393912
n04604644,n04311004,n02107574
n04613696,n04370456,n02979186
n02107574,n03218198,n03661043
n02279972,n04044716,n03950228
n03355925,n12768682,n04067472
n03584254,n03777754,n07802026
n01632458,n02115641,n13052670
n04584207,n02643566,n04355338
n04228054,n03372029,n01968897
n07836838,n07747607,n02114548
n03602883,n01735189,n03485407
n03792782,n02058221,n03126707
n02085782,n03710721,n04004767
n03785016,n01688243,n03877845
n03627232,n02992529,n04486054
n02087046,n02130308,n03249569
n02106550,n02104365,n01773157
n01514859,n03692522,n02110806
n02033041,n04099969,n03764736
n04522168,n03042490,n07802026
n03492542,n03814906,n09332890
n02101006,n03792782,n04033901
n07697313,n02006656,n02444819
n03887697,n01877812,n07718472
n02011460,n03929660,n03670208
n02974003,n04548280,n02096585
n02114855,n02410509,n03590841
n04328186,n04235860,n02916936
n02802426,n02125311,n04604644
n02093428,n01443537,n04141975
n01534433,n02007558,n03223299
n02974003,n03888257,n03649909
n09332890,n03355925,n02988304
n03495258,n04039381,n03733805
n03649909,n12057211,n03207941
n04131690,n02837789,n02013706
n07753275,n03598930,n02396427
n03492542,n02169497,n02087046
n04074963,n02877765,n12144580
n02092002,n09835506,n07871810
n01817953,n02011460,n03445777
n02837789,n03676483,n04141327
n07697313,n12768682,n03447447
n02190166,n03724870,n03877472
n02090379,n02090721,n03877845
n03196217,n01728920,n02114855
n04296562,n02408429,n02095570
n02488291,n03047690,n02097474
n01685808,n12998815,n04367480
n02108551,n03977966,n02113978
n01807496,n03124170,n03133878
n04606251,n01739381,n02794156
n01806143,n02128925,n11879895
n02088094,n02514041,n03207743
n03666591,n07718472,n03991062
n02092339,n03888605,n07753275
n07711569,n01833805,n04435653
n03676483,n02093754,n03223299
n02927161,n02797295,n02825657
n02177972,n02877765,n01797886
n02356798,n02410509,n02013706
n04120489,n02130308,n02174001
n04356056,n02089867,n04461696
n01688243,n02105412,n04467665
n02319095,n01930112,n04612504
n01818515,n04465501,n03661043
n02107312,n03759954,n01796340
n04550184,n02488291,n02115641
n02102040,n13054560,n02814533
n03633091,n01945685,n03344393
n04357314,n04310018,n04604644
n02027492,n02391049,n03877845
n03417042,n04335435,n07718472
n03617480,n03958227,n03344393
n04482393,n03529860,n02013706
n03733805,n02443484,n03775546
n02097298,n02965783,n04335435
n02892201,n02490219,n04008634
n03355925,n03095699,n03662601
n04127249,n02837789,n09288635
n03666591,n01729322,n03733805
n03980874,n02457408,n02859443
n02226429,n02410509,n02319095
n02098286,n02113624,n03950228
n01694178,n02101388,n03733805
n04523525,n09468604,n04296562
n03670208,n03337140,n02444819
n02013706,n04192698,n03661043
n01776313,n03045698,n04429376
n01558993,n01843065,n02089078
n04336792,n03868863,n03250847
n09428293,n03124170,n03075370
n03888257,n02356798,n03393912
n02056570,n03476684,n03126707
n02817516,n03929855,n02917067
n03661043,n01978287,n03814639
n03424325,n01688243,n03649909
n03384352,n03337140,n07802026
n02509815,n04501370,n04606251
n02018207,n01860187,n04326547
n04179913,n02979186,n04069434
n02264363,n03063599,n02174001
n02134418,n02487347,n02097474
n02807133,n02321529,n03133878
n03977966,n09256479,n03461385
n03042490,n11939491,n02119022
n03594734,n01980166,n02096437
n04118776,n03425413,n03594945
n02099712,n03255030,n04507155
n02071294,n12768682,n04153751
n02108551,n02096294,n03697007
n03710193,n03710721,n09332890
n02092339,n03888605,n02871525
n04069434,n04081281,n02437312
n12985857,n07932039,n02097130
n01843065,n03721384,n02978881
n03424325,n07745940,n03649909
n04033995,n04039381,n03792782
n03584829,n04579145,n01558993
n04065272,n02105641,n02111889
n02091467,n02493509,n02018207
n04423845,n13052670,n02802426
n04371774,n02129604,n03223299
n02804414,n03047690,n03216828
n07749582,n04228054,n02102318
n03425413,n02110185,n04442312
n04311174,n04208210,n04465501
n02692877,n04286575,n03388549
n02966687,n01756291,n02056570
n07684084,n02105251,n03000684
n01748264,n02088632,n02791270
n02536864,n02096051,n03947888
n01744401,n03868242,n03662601
n03443371,n03400231,n04532670
n02325366,n01496331,n04033901
n01914609,n02105505,n04487081
n03854065,n01955084,n02480495
n02120505,n03876231,n03938244
n04273569,n03047690,n01855672
n04275548,n03633091,n02363005
n02328150,n01945685,n04259630
n02319095,n01930112,n02823750
n02165456,n01773157,n02105251
n03255030,n01693334,n02950826
n02165105,n04204347,n11879895
n03743016,n03355925,n02091467
n02823428,n04200800,n01968897
n03599486,n01729977,n02097047
n02841315,n03584829,n02963159
n02123045,n03124043,n01558993
n01872401,n01860187,n04118776
n01843383,n01990800,n07930864
n04252077,n04548362,n02814533
n07749582,n03633091,n04604644
n03938244,n04517823,n07753113
n03763968,n02640242,n02114367
n03773504,n03240683,n09246464
n04111531,n03495258,n04285008
n02977058,n07716906,n04065272
n02114367,n02500267,n03527444
n02510455,n01494475,n02840245
n09246464,n12144580,n03271574
n03041632,n03627232,n02129165
n02486261,n01695060,n04371430
n01843065,n04356056,n07880968
n03133878,n01955084,n02100583
n03124043,n03045698,n03706229
n03764736,n01944390,n03485407
n02509815,n03868242,n07718472
n07718472,n02441942,n03930313
n03180011,n01693334,n02099712
n01440764,n02096051,n04532670
n04532670,n03954731,n04552348
n02892201,n01491361,n02536864
n04033901,n04325704,n03967562
n04099969,n01677366,n02814533
n02009229,n03325584,n11879895
n03476991,n02497673,n03956157
n04392985,n03627232,n04136333
n03866082,n02113624,n02823750
n02317335,n04389033,n02088632
n03476991,n02395406,n03720891
n02107683,n04325704,n04366367
n03657121,n02256656,n02129165
n04325704,n02835271,n03661043
n03710637,n07695742,n04592741
n13052670,n04597913,n04146614
n06794110,n07248320,n02483362
n02804610,n02669723,n03924679
n07745940,n04579432,n01847000
n04356056,n02111500,n03877845
n04037443,n01756291,n02114855
n02395406,n02488702,n03661043
n06874185,n02169497,n02123394
n03216828,n02807133,n02095570
n03594734,n13054560,n03594945
n03355925,n04125021,n01558993
n07716358,n02116738,n04136333
n03599486,n01729977,n02268853
n01695060,n04371774,n04033995
n04515003,n07717556,n02091467
n01806567,n04553703,n02119789
n03485794,n04325704,n04604644
n02979186,n01737021,n02086910
n04501370,n02510455,n02033041
n02790996,n04540053,n03223299
n02786058,n02487347,n04435653
n01784675,n09229709,n02870880
n02095314,n02488702,n03877845
n03788195,n04350905,n02802426
n01983481,n04548362,n02963159
n07715103,n04136333,n02086240
n02437616,n03980874,n01882714
n01484850,n02417914,n02268853
n02488291,n02105505,n04141327
n04579432,n07613480,n03661043
n02486410,n02769748,n03670208
n03595614,n01883070,n03782006
n02174001,n01910747,n03485407
n02797295,n13054560,n01537544
n03485407,n01775062,n02095570
n04355933,n04208210,n03877472
n01770393,n01872401,n02133161
n02443114,n02088364,n04111531
n03065424,n07715103,n01770081
n01917289,n12620546,n01843065
n07831146,n04310018,n06794110
n04328186,n03459775,n04008634
n02096051,n02113624,n04404412
n02120505,n02112137,n02493793
n03218198,n04357314,n01855672
n04579145,n03840681,n04442312
n03691459,n07693725,n03998194
n02110063,n02090379,n11879895
n03791053,n02988304,n03344393
n02814860,n03792782,n02219486
n04332243,n03814906,n03776460
n04509417,n03773504,n03485407
n01773157,n13052670,n04366367
n02110063,n01735189,n02795169
n07590611,n03255030,n04141975
n02690373,n02128925,n02834397
n04487081,n03584254,n07753275
n03110669,n02364673,n04266014
n04523525,n04392985,n01682714
n02219486,n04493381,n02802426
n01773157,n02110185,n02100735
n04235860,n02106550,n02840245
n03223299,n04317175,n03786901
n02788148,n03794056,n01484850
n02058221,n02988304,n02802426
n03417042,n02699494,n02480495
n02277742,n03666591,n03662601
n03843555,n04372370,n07753275
n02112706,n07930864,n03532672
n04591157,n07745940,n04147183
n07584110,n02988304,n03838899
n02119022,n04398044,n03958227
n04147183,n01675722,n03445777
n02488291,n02113624,n02097474
n04355338,n04483307,n04604644
n11879895,n07718472,n02105251
n02457408,n02107142,n03933933
n01737021,n02328150,n02870880
n02804414,n07716906,n03877845
n02168699,n02093428,n04277352
n01930112,n03992509,n04591713
n02443114,n03534580,n01440764
n04310018,n04372370,n02883205
n02325366,n04367480,n03733805
n04254777,n03868863,n02892201
n04009552,n03255030,n02687172
n04560804,n03110669,n04442312
n01824575,n01695060,n03776460
n04004767,n03485407,n04552348
n02107312,n02669723,n03788195
n02483708,n04328186,n02825657
n03179701,n03841143,n03950228
n03372029,n02769748,n02091635
n03089624,n01978287,n02094433
n09288635,n04264628,n03630383
n09256479,n03538406,n03535780
n02398521,n03935335,n01755581
n02105505,n01744401,n02883205
n02484975,n02134418,n12985857
n03047690,n03179701,n09332890
n02814860,n03908618,n02730930
n03697007,n04579145,n03445777
n10148035,n01496331,n02090622
n01806567,n01644373,n02699494
n01981276,n02006656,n03670208
n01944390,n02892767,n04599235
n02676566,n12985857,n02119022
n02088632,n02089078,n03947888
n02102177,n02109047,n02825657
n03461385,n01689811,n04067472
n03250847,n03544143,n03983396
n01796340,n04152593,n02276258
n02490219,n07742313,n03670208
n02002556,n04350905,n04254680
n02165105,n02951358,n03216828
n01774750,n04149813,n04465501
n03884397,n03476991,n03661043
n01873310,n12998815,n04239074
n02107312,n03127747,n07753275
n04192698,n01806567,n04486054
n02074367,n03724870,n01828970
n02097047,n02109047,n09332890
n02483708,n02093754,n01797886
n02134084,n04228054,n04209133
n02790996,n02487347,n04154565
n04270147,n01687978,n09472597
n03967562,n01753488,n07753275
n03980874,n02437616,n04152593
n04070727,n01695060,n03770679
n03259280,n01945685,n02793495
n01685808,n02395406,n03777568
n04033995,n03976657,n02814533
n04209239,n03887697,n04209133
n02930766,n04392985,n02190166
n02124075,n01756291,n03637318
n04154565,n01753488,n03272562
n09332890,n07831146,n02422699
n02319095,n02268443,n02971356
n02017213,n01860187,n02443484
n02687172,n02841315,n02112706
n04536866,n02951358,n03792972
n03633091,n04273569,n02951585
n02510455,n03944341,n04118776
n03207941,n01770081,n02804610
n03485407,n02916936,n04370456
n03961711,n01978287,n03662601
n04356056,n02415577,n02840245
n03793489,n02101388,n03344393
n03873416,n01689811,n02097298
n04204238,n03627232,n02480855
n02321529,n02837789,n04591713
n02018795,n02510455,n04344873
n02398521,n03125729,n07871810
n02342885,n02091831,n04264628
n02488291,n03868242,n04429376
n04554684,n03125729,n02977058
n03874599,n03841143,n02120079
n02437616,n02106030,n03187595
n02124075,n03325584,n03661043
n03016953,n02487347,n02009229
n04254120,n02091244,n02105056
n02009912,n02113186,n04428191
n02018207,n03127747,n07836838
n02134418,n01749939,n03775546
n04590129,n04229816,n02012849
n03196217,n03272010,n03782006
n04357314,n04310018,n02167151
n02643566,n01873310,n02093647
n02108000,n01687978,n03662601
n04204347,n03089624,n02109961
n02870880,n02879718,n02110806
n03759954,n01644900,n06596364
n03255030,n02487347,n04486054
n04367480,n02364673,n03929855
n03447447,n02883205,n01704323
n02641379,n02112350,n15075141
n03532672,n02403003,n04591713
n01770393,n03089624,n09428293
n03594945,n03680355,n02096437
n03220513,n03372029,n03527444
n02108422,n02098105,n01968897
n01945685,n01914609,n02113186
n03763968,n02091032,n03877845
n03478589,n03868863,n09288635
n03876231,n04522168,n03661043
n02113023,n03633091,n02906734
