anchor_cat,positive_cat,negative_cat
n02037110,n01735189,n03485407
n04493381,n01950731,n01860187
n02687172,n02807133,n02092339
n04285008,n07584110,n02094433
n02132136,n01945685,n04008634
n02492660,n07720875,n02690373
n02504013,n02879718,n04118538
n02892767,n02102177,n02687172
n07583066,n02109047,n02676566
n02966687,n01601694,n07714571
n02823428,n01773797,n03534580
n02909870,n04239074,n02114855
n02443114,n03379051,n03207941
n04254120,n13040303,n04442312
n03445924,n03840681,n04008634
n04367480,n04536866,n02690373
n12057211,n03599486,n02870880
n04418357,n03761084,n03347037
n02777292,n02445715,n03032252
n02793495,n02859443,n01829413
n02017213,n01829413,n03617480
n02111129,n02690373,n01601694
n02669723,n02109525,n02169497
n02114367,n01930112,n04037443
n04423845,n04153751,n03877845
n02111889,n01739381,n04263257
n01693334,n04067472,n04243546
n04592741,n03000684,n02102318
n02012849,n02108551,n01734418
n04069434,n02206856,n02606052
n02276258,n03085013,n02097658
n01828970,n01514668,n02168699
n02172182,n02672831,n04532670
n02013706,n01806567,n02074367
n01984695,n02769748,n03710193
n13052670,n03271574,n04389033
n02817516,n01873310,n03658185
n03538406,n03124043,n02099267
n01440764,n04372370,n02281406
n02110341,n04204347,n03642806
n02098105,n03063599,n02977058
n03733805,n01986214,n03743016
n02109525,n03045698,n03967562
n04266014,n02437312,n02641379
n02087394,n02447366,n03733131
n04501370,n03538406,n02137549
n01616318,n02097209,n04154565
n02114548,n02088632,n04136333
n03095699,n02708093,n02110806
n02090622,n03773504,n03814639
n02009229,n02093256,n03961711
n02086240,n03759954,n04507155
n02102973,n02488702,n02094433
n02129604,n03929855,n04136333
n02106662,n02110185,n04592741
n01735189,n13037406,n03782006
n04523525,n03018349,n13133613
n04149813,n03100240,n02099267
n01775062,n04070727,n04243546
n02951358,n04479046,n04118776
n04380533,n03775546,n02120505
n02814860,n03400231,n02168699
n07860988,n04590129,n01531178
n01530575,n04592741,n02504458
n07584110,n02319095,n02641379
n04009552,n04346328,n04004767
n03297495,n01833805,n02939185
n03733805,n02113186,n02117135
n03899768,n02129604,n02106382
n04251144,n02106662,n02963159
n02105056,n02328150,n03697007
n03538406,n03345487,n01855672
n02786058,n07892512,n04429376
n04141076,n02487347,n09428293
n02871525,n03837869,n02105641
n03803284,n03259280,n04204347
n02690373,n03095699,n04456115
n03792782,n02883205,n02802426
n02391049,n02088364,n07684084
n12768682,n04040759,n01797886
n03216828,n02123597,n02090721
n02128757,n01873310,n02132136
n02177972,n04557648,n03444034
n04392985,n04505470,n02096294
n02927161,n02481823,n02088094
n02088632,n02281787,n03877845
n02342885,n02092002,n02091467
n03709823,n02395406,n02699494
n04201297,n03891332,n02110627
n02396427,n01756291,n04347754
n02444819,n04266014,n03259280
n03710193,n06794110,n04398044
n02123394,n02843684,n04332243
n02102318,n04067472,n02106030
n07768694,n02607072,n03873416
n10148035,n03710637,n01843065
n03840681,n07714990,n04442312
n02109047,n01644900,n04141327
n03843555,n02096051,n02106382
n04550184,n03803284,n03873416
n04004767,n01614925,n02085782
n02096294,n04192698,n02268853
n02077923,n01735189,n03782006
n03843555,n03895866,n03063689
n02105056,n02119789,n03355925
n04310018,n02641379,n01632458
n07873807,n03445924,n01768244
n07930864,n04131690,n02086910
n04392985,n01984695,n02123394
n12620546,n01910747,n03444034
n03180011,n01910747,n01768244
n02058221,n02483708,n04355338
n02108551,n01978287,n03775546
n02018795,n03047690,n03347037
n03218198,n03496892,n01806143
n02398521,n03710637,n03776460
n01631663,n02951358,n04204238
n02607072,n03045698,n03032252
n04209133,n02860847,n03344393
n02808440,n03445924,n02105641
n03014705,n04067472,n01819313
n03729826,n03240683,n03895866
n04040759,n04590129,n03776460
n02692877,n04254777,n07720875
n03891251,n01914609,n02110806
n03977966,n03445924,n02099267
n07718472,n03666591,n02444819
n03393912,n01910747,n02747177
n03482405,n02917067,n02123045
n03680355,n03544143,n01753488
n03662601,n03018349,n07753275
n02102480,n02137549,n01756291
n02099601,n02112137,n03733805
n02988304,n02782093,n01614925
n03673027,n04040759,n07720875
n01820546,n07717556,n02112350
n02837789,n01914609,n03983396
n02106662,n02837789,n02123045
n02099712,n03026506,n04264628
n03496892,n02988304,n04204238
n03642806,n02871525,n02108422
n01824575,n03045698,n02988304
n02077923,n04532106,n09428293
n03976657,n02536864,n02086240
n02870880,n01734418,n03770439
n02095889,n01667778,n02105056
n03908618,n01873310,n02033041
n04239074,n03272562,n04423845
n02108422,n03770679,n03457902
n04604644,n04023962,n04133789
n04613696,n04149813,n03786901
n02107574,n04133789,n02927161
n02279972,n04562935,n02483708
n03355925,n02442845,n01558993
n03584254,n03425413,n02085620
n01632458,n02102318,n02777292
n04584207,n02504013,n03796401
n04228054,n04501370,n04111531
n07836838,n04355338,n02676566
n03602883,n03930313,n03594734
n03792782,n03476684,n02870880
n02085782,n03218198,n02840245
n03785016,n03937543,n02086910
n03627232,n02607072,n02100877
n02087046,n02859443,n04482393
n02106550,n07742313,n02319095
n01514859,n03595614,n02825657
n02033041,n01924916,n04285008
n04522168,n02110341,n04266014
n03492542,n04162706,n02489166
n02101006,n02492035,n04367480
n07697313,n07802026,n03877845
n03887697,n01728572,n03721384
n02011460,n02328150,n07930864
n02974003,n04152593,n02098413
n02114855,n02488702,n03792782
n04328186,n03733281,n03297495
n02802426,n02870880,n04486054
n02093428,n03126707,n03876231
n01534433,n02085782,n03494278
n02974003,n01983481,n02119789
n09332890,n07831146,n02077923
n03495258,n03187595,n01820546
n03649909,n04252077,n03041632
n04131690,n09193705,n04258138
n07753275,n01930112,n03662601
n03492542,n02917067,n03661043
n04074963,n01955084,n02398521
n02092002,n03891332,n09332890
n01817953,n02112018,n03983396
n02837789,n03220513,n02113978
n07697313,n03089624,n03014705
n02190166,n03724870,n01910747
n02090379,n03131574,n04548280
n03196217,n03874599,n04147183
n04296562,n01677366,n02444819
n02488291,n04005630,n02840245
n01685808,n12998815,n03970156
n02108551,n01753488,n04548280
n01807496,n04040759,n02490219
n04606251,n04493381,n02676566
n01806143,n03884397,n07880968
n02088094,n02107574,n03146219
n03666591,n02398521,n04243546
n02092339,n03710637,n07753275
n07711569,n01677366,n01484850
n03676483,n02093754,n02089973
n02927161,n13044778,n02033041
n02177972,n04485082,n03775546
n02356798,n01914609,n03492542
n04120489,n03075370,n11879895
n04356056,n02093754,n02091635
n01688243,n02107908,n03344393
n02319095,n02321529,n02892201
n01818515,n02112706,n02102318
n02107312,n04141076,n02447366
n04550184,n03259280,n02091635
n02102040,n03492542,n02190166
n03633091,n03840681,n02119789
n04357314,n01774750,n03388549
n02027492,n01744401,n03642806
n03417042,n04070727,n02088364
n03617480,n02002724,n02910353
n04482393,n03379051,n03032252
n03733805,n02113186,n01749939
n02097298,n01601694,n04476259
n02892201,n01729977,n02364673
n03355925,n02793495,n02114712
n04127249,n07871810,n02013706
n03666591,n04065272,n03991062
n03980874,n02437616,n03884397
n02226429,n01698640,n04326547
n02098286,n04399382,n03776460
n01694178,n03134739,n02457408
n04523525,n04310018,n01796340
n03670208,n04116512,n02058221
n02013706,n01818515,n02229544
n01776313,n04252077,n03450230
n01558993,n03868242,n02110806
n04336792,n04328186,n02097474
n09428293,n02165456,n02963159
n03888257,n03196217,n04606251
n02056570,n03590841,n03670208
n02817516,n03425413,n02971356
n03661043,n01981276,n02105251
n03424325,n03459775,n04008634
n03384352,n02815834,n03450230
n02509815,n04560804,n03017168
n02018207,n02088238,n01755581
n04179913,n02442845,n01882714
n02264363,n03982430,n02086240
n02134418,n03787032,n01531178
n02807133,n02105505,n01833805
n03977966,n03180011,n02119789
n03042490,n04501370,n03344393
n03594734,n02259212,n04579432
n04118776,n02834397,n07565083
n02099712,n02509815,n04590129
n02071294,n07730033,n02120505
n02108551,n02134084,n03133878
n03710193,n04099969,n01558993
n02092339,n03710637,n03642806
n04069434,n02280649,n04540053
n12985857,n03710637,n02129165
n01843065,n01558993,n02276258
n03424325,n07745940,n04008634
n04033995,n03887697,n02086910
n03584829,n03633091,n04069434
n04065272,n02051845,n01833805
n02091467,n07715103,n04423845
n04423845,n01914609,n03141823
n04371774,n01914609,n04118776
n02804414,n04120489,n04004767
n07749582,n01729977,n03642806
n03425413,n02834397,n02326432
n04311174,n03124043,n03706229
n02692877,n02088364,n02012849
n02966687,n04254777,n02490219
n07684084,n03042490,n02492035
n01748264,n03476991,n02276258
n02536864,n03710721,n04037443
n01744401,n04090263,n02814533
n03443371,n03291819,n02108422
n02325366,n01677366,n03720891
n01914609,n03196217,n02917067
n03854065,n07745940,n02504013
n02120505,n04479046,n04344873
n04273569,n04482393,n04118776
n04275548,n04023962,n02105056
n02328150,n04370456,n03814639
n02319095,n02321529,n02814533
n02165456,n03761084,n04486054
n03255030,n02939185,n04285008
n02165105,n02071294,n01828970
n03743016,n04487394,n03733805
n02823428,n03220513,n01768244
n03599486,n04201297,n02219486
n02841315,n01930112,n02870880
n02123045,n02108089,n04507155
n01872401,n02090379,n01968897
n01843383,n02835271,n03690938
n04252077,n03958227,n02114712
n07749582,n03633091,n04008634
n03938244,n03179701,n02100583
n03763968,n04152593,n03584254
n03773504,n02091032,n02132136
n04111531,n06596364,n02086240
n02977058,n02280649,n01806143
n02114367,n01930112,n03876231
n02510455,n04536866,n04548280
n09246464,n03792782,n02091635
n03041632,n01914609,n03786901
n02486261,n04136333,n02281406
n01843065,n06596364,n02948072
n03133878,n03792972,n03314780
n03124043,n04336792,n02108422
n03764736,n03220513,n01644900
n02509815,n01806567,n04258138
n07718472,n04355933,n04111531
n03180011,n03379051,n02097474
n01440764,n02699494,n04335435
n04532670,n04238763,n01797886
n02892201,n03127747,n04344873
n04033901,n01537544,n02441942
n04099969,n10565667,n02514041
n02009229,n01687978,n02108551
n03476991,n01748264,n02033041
n04392985,n04149813,n02486261
n03866082,n03496892,n03447447
n02317335,n03445924,n02099712
n03476991,n02107142,n01751748
n02107683,n07734744,n04548280
n03657121,n03982430,n01843065
n04325704,n13040303,n01558993
n03710637,n01729977,n04592741
n13052670,n04149813,n02102318
n06794110,n01742172,n04254777
n02804610,n02669723,n02939185
n07745940,n03127747,n04285008
n04356056,n04336792,n09428293
n04037443,n02988304,n02114855
n02395406,n04254120,n04604644
n06874185,n03792782,n02441942
n03216828,n03417042,n07697313
n03594734,n01531178,n02128925
n03355925,n02951585,n02093256
n07716358,n01695060,n02018207
n03599486,n04201297,n03344393
n01695060,n02090379,n03642806
n04515003,n01914609,n13037406
n01806567,n01665541,n04392985
n03485794,n02843684,n02085620
n02979186,n03676483,n02690373
n04501370,n02281787,n04136333
n02790996,n03710637,n04604644
n02786058,n01945685,n03903868
n01784675,n03259280,n02002556
n02095314,n03710637,n03929855
n03788195,n03220513,n07875152
n01983481,n01943899,n03670208
n07715103,n02233338,n04417672
n02437616,n03530642,n02860847
n01484850,n04584207,n07892512
n02488291,n02011460,n02229544
n04579432,n03584829,n02129165
n02486410,n03710637,n02114548
n03595614,n04023962,n02113712
n02174001,n02268443,n07875152
n02797295,n03131574,n01843065
n03485407,n01631663,n02699494
n04355933,n01728572,n04389033
n01770393,n07715103,n02119789
n02443114,n04350905,n02676566
n03065424,n02930766,n02095314
n01917289,n04009552,n02096585
n07831146,n07749582,n02109961
n04328186,n04040759,n03207941
n02096051,n02105251,n03063689
n02120505,n01622779,n04590129
n03218198,n04479046,n03347037
n04579145,n11939491,n02089078
n03691459,n02981792,n02963159
n02110063,n02099849,n03240683
n03791053,n02111500,n13054560
n02814860,n01729322,n03216828
n04332243,n04133789,n02965783
n04509417,n02965783,n03447447
n01773157,n03770439,n02119789
n02110063,n02093754,n07720875
n07590611,n11939491,n03670208
n02690373,n01914609,n04367480
n04487081,n07697313,n03535780
n03110669,n04367480,n04285008
n04523525,n04485082,n01843065
n02219486,n01692333,n02097474
n01773157,n04355933,n03063689
n04235860,n07742313,n04435653
n03223299,n03240683,n04347754
n02788148,n04606251,n01797886
n02058221,n03026506,n02097209
n03417042,n04335435,n02097298
n02277742,n04553703,n07892512
n03843555,n01773549,n03216828
n02112706,n01728920,n02229544
n04591157,n13052670,n02492660
n07584110,n03977966,n04467665
n02119022,n02007558,n04485082
n04147183,n02951585,n03424325
n02488291,n02102973,n02840245
n04355338,n03814906,n02107683
n11879895,n04118776,n04127249
n02457408,n02892201,n02326432
n01737021,n01693334,n02174001
n02804414,n01742172,n04613696
n02168699,n03000684,n04008634
n01930112,n03920288,n03496892
n02443114,n02834397,n04435653
n04310018,n04346328,n01558993
n02325366,n02105641,n03661043
n04254777,n03977966,n03814639
n04009552,n01981276,n03775546
n04560804,n13054560,n03642806
n01824575,n01695060,n02119789
n04004767,n07892512,n04486054
n02107312,n02018795,n03014705
n02483708,n02112350,n03485794
n03179701,n12998815,n03877472
n03372029,n01631663,n03207941
n03089624,n07730033,n01632458
n09288635,n02480855,n04235860
n09256479,n04523525,n01968897
n02398521,n02109047,n04239074
n02105505,n02110185,n02086240
n02484975,n01855032,n03877845
n03047690,n02364673,n03729826
n02814860,n03773504,n02101006
n03697007,n01924916,n04154565
n10148035,n02108551,n03670208
n01806567,n03476991,n01728572
n01981276,n03240683,n02106030
n01944390,n03888605,n04118776
n02676566,n03584829,n03792972
n02088632,n01753488,n02979186
n02102177,n02259212,n02009912
n03461385,n03207941,n03452741
n03250847,n02120505,n02088238
n01796340,n04476259,n02100877
n02490219,n04141076,n02966687
n02002556,n07613480,n02799071
n02165105,n02837789,n04162706
n01774750,n02281787,n01675722
n03884397,n04501370,n02437616
n01873310,n02403003,n02097209
n02107312,n02808304,n02097209
n04192698,n01644373,n04366367
n02074367,n02951358,n04266014
n02097047,n02108915,n01795545
n02483708,n07745940,n04435653
n02134084,n02422106,n04429376
n02790996,n03314780,n04154565
n04270147,n04398044,n04266014
n03967562,n01753488,n02088094
n03980874,n02094433,n03216828
n04070727,n04023962,n02236044
n03259280,n07768694,n02107574
n01685808,n01756291,n04041544
n04033995,n02101388,n03016953
n04209239,n03930313,n02655020
n02930766,n01729977,n02840245
n02124075,n03290653,n03877845
n04154565,n01698640,n03272562
n09332890,n02206856,n03223299
n02319095,n04590129,n04201297
n02017213,n04355933,n02033041
n02687172,n03796401,n02002556
n04536866,n02834397,n03661043
n03633091,n01496331,n01843065
n02510455,n02102177,n02840245
n03207941,n04252225,n02483708
n03485407,n01945685,n02229544
n03961711,n01981276,n02086240
n04356056,n03788365,n03492542
n03793489,n12620546,n03223299
n03873416,n02410509,n04550184
n04204238,n03942813,n02129604
n02321529,n02769748,n02094258
n02018795,n02105251,n04311174
n02398521,n07920052,n02391049
n02342885,n02108000,n03661043
n02488291,n02113624,n07684084
n04554684,n02403003,n01682714
n03874599,n04040759,n04136333
n02437616,n04133789,n04487081
n02124075,n03325584,n02110806
n03016953,n04146614,n02486261
n04254120,n02395406,n04004767
n02009912,n07730033,n03785016
n02018207,n01616318,n03180011
n02134418,n03042490,n02112706
n04590129,n03676483,n02951585
n03196217,n02837789,n03657121
n04357314,n01774750,n02167151
n02643566,n02346627,n02814533
n02108000,n03482405,n04552348
n04204347,n02879718,n03425413
n02870880,n07697537,n03775546
n03759954,n03584254,n01855672
n03255030,n03459775,n02802426
n04367480,n03929660,n02111129
n03447447,n02509815,n03877845
n02641379,n01614925,n04515003
n03532672,n03404251,n02106382
n01770393,n03717622,n01795545
n03594945,n02825657,n04370456
n03220513,n03633091,n02120079
n02108422,n02098105,n02788148
n01945685,n03840681,n02672831
n03763968,n04399382,n07871810
n03478589,n03146219,n04118538
n03876231,n12998815,n02823428
n02113023,n02676566,n03372029
