anchor_cat,positive_cat,negative_cat
n02037110,n03394916,n02730930
n04493381,n04599235,n04154565
n02687172,n02101006,n04141327
n04285008,n03496892,n04209133
n02132136,n02097130,n01855672
n02492660,n03026506,n03344393
n02504013,n01784675,n04467665
n02892767,n04532106,n02093991
n07583066,n03127747,n03642806
n02966687,n03841143,n07930864
n02823428,n07583066,n04344873
n02909870,n02321529,n03983396
n02443114,n02134084,n01739381
n04254120,n04554684,n02441942
n03445924,n02102480,n02114548
n04367480,n01983481,n03884397
n12057211,n01807496,n03584254
n04418357,n03325584,n03733805
n02777292,n01744401,n04487394
n02793495,n02101388,n02120079
n02017213,n04517823,n03770679
n02111129,n02128925,n02037110
n02669723,n01498041,n09229709
n02114367,n07718472,n03450230
n04423845,n03483316,n04141327
n02111889,n04228054,n02012849
n01693334,n01983481,n03467068
n04592741,n01774750,n07860988
n02012849,n02486261,n03527444
n04069434,n04398044,n04493381
n02276258,n02892767,n02437616
n01828970,n03786901,n02105251
n02172182,n03944341,n02447366
n02013706,n04553703,n07714571
n01984695,n01990800,n04141327
n13052670,n02834397,n03187595
n02817516,n02869837,n01930112
n03538406,n02445715,n03032252
n01440764,n02116738,n02086910
n02110341,n02804414,n02808440
n02098105,n02233338,n04254120
n03733805,n01986214,n04542943
n02109525,n02096051,n02097474
n04266014,n03954731,n02892201
n02087394,n02643566,n02012849
n04501370,n03179701,n03733805
n01616318,n03141823,n04005630
n02114548,n02939185,n02389026
n03095699,n04442312,n02795169
n02090622,n03729826,n01491361
n02009229,n01632777,n01629819
n02086240,n04037443,n02268853
n02102973,n01496331,n01484850
n02129604,n02127052,n02102040
n02106662,n02096177,n03938244
n01735189,n02699494,n02105056
n04523525,n03720891,n01558993
n04149813,n02776631,n02097474
n01775062,n01945685,n03344393
n02951358,n03146219,n03658185
n04380533,n03126707,n03146219
n02814860,n01774384,n02132136
n07860988,n02134418,n02486261
n01530575,n13044778,n02100877
n07584110,n03127747,n03602883
n04009552,n03000134,n02823428
n03297495,n02892201,n02086240
n03733805,n07932039,n04376876
n03899768,n01945685,n03733805
n04251144,n02112350,n03344393
n02105056,n03530642,n03325584
n03538406,n02966687,n02951585
n02786058,n03272562,n09288635
n04141076,n02797295,n03498962
n02871525,n04141076,n03814639
n03803284,n03743016,n02091467
n02690373,n04532106,n07880968
n03792782,n04005630,n04355338
n02391049,n03775071,n02085620
n12768682,n01978287,n02883205
n03216828,n01924916,n04606251
n02128757,n03384352,n03888257
n02177972,n01917289,n04456115
n04392985,n12998815,n03950228
n02927161,n11939491,n02093428
n02088632,n02364673,n03733805
n02342885,n02095889,n04086273
n03709823,n03188531,n04442312
n04201297,n03127747,n03729826
n02396427,n04540053,n03344393
n02444819,n07693725,n04136333
n03710193,n02115913,n03180011
n02123394,n03866082,n01773157
n02102318,n07932039,n02113978
n07768694,n02099849,n02120079
n10148035,n02930766,n02676566
n03840681,n02102973,n02123159
n02109047,n04596742,n02085620
n03843555,n12998815,n03584829
n04550184,n04070727,n04486054
n04004767,n02107142,n01688243
n02096294,n03240683,n02480855
n02077923,n13052670,n02098413
n03843555,n02111500,n02085936
n02105056,n03042490,n01532829
n04310018,n04346328,n04380533
n07873807,n02894605,n04277352
n07930864,n02106662,n02606052
n04392985,n01917289,n02514041
n12620546,n02869837,n02100236
n03180011,n03379051,n02493793
n02058221,n04067472,n02099429
n02108551,n03599486,n02823428
n02018795,n04462240,n01981276
n03218198,n03982430,n02268853
n02398521,n04392985,n03658185
n01631663,n02018795,n04204238
n02607072,n12998815,n02443114
n04209133,n01494475,n02027492
n02808440,n01530575,n03920288
n03014705,n02607072,n04136333
n03729826,n02493509,n03794056
n04040759,n03874599,n02090622
n02692877,n12768682,n04204347
n03891251,n03841143,n07753592
n03977966,n03691459,n03133878
n07718472,n02119022,n02895154
n03393912,n04606251,n02132136
n03482405,n03063599,n01828970
n03680355,n04200800,n02814533
n03662601,n02788148,n04350905
n02102480,n03459775,n03197337
n02099601,n04229816,n01601694
n02988304,n02643566,n03345487
n03673027,n02395406,n02085620
n01820546,n04465501,n03016953
n02837789,n03961711,n03584254
n02106662,n02097658,n04367480
n02099712,n02006656,n04153751
n03496892,n02835271,n01558993
n03642806,n03457902,n02027492
n01824575,n07715103,n03240683
n02077923,n03649909,n02916936
n03976657,n01729977,n01828970
n02870880,n04099969,n02002724
n02095889,n13037406,n02104029
n03908618,n02408429,n01843383
n04239074,n02091032,n07836838
n02108422,n03355925,n02606052
n04604644,n01950731,n07760859
n04613696,n02128757,n01770081
n02107574,n03124043,n04604644
n02279972,n03026506,n03075370
n03355925,n04548362,n03532672
n03584254,n03899768,n03662601
n01632458,n02391049,n01770081
n04584207,n03908618,n02097474
n04228054,n04204347,n04277352
n07836838,n03854065,n02132136
n03602883,n03998194,n02086910
n03792782,n02892201,n02128925
n02085782,n03100240,n04004767
n03785016,n03929855,n02086910
n03627232,n07831146,n03197337
n02087046,n03291819,n04239074
n02106550,n04501370,n01943899
n01514859,n03710637,n02093647
n02033041,n02672831,n04347754
n04522168,n02704792,n03916031
n03492542,n04162706,n02085620
n02101006,n03796401,n03776460
n07697313,n03787032,n02009912
n03887697,n04428191,n02087046
n02011460,n01872401,n02229544
n02974003,n01644373,n04550184
n02114855,n01944390,n02002556
n04328186,n03207743,n01622779
n02802426,n02106662,n02012849
n02093428,n02113799,n03770679
n01534433,n02106662,n03832673
n02974003,n01955084,n02672831
n09332890,n09193705,n07720875
n03495258,n03220513,n02814533
n03649909,n03958227,n09428293
n04131690,n02111129,n01776313
n07753275,n02279972,n04442312
n03492542,n02013706,n03956157
n04074963,n02992529,n03180011
n02092002,n03938244,n01843383
n01817953,n02877765,n03126707
n02837789,n01697457,n03642806
n07697313,n03785016,n03218198
n02190166,n02364673,n04136333
n02090379,n02115913,n04008634
n03196217,n02319095,n02268853
n04296562,n07711569,n04285008
n02488291,n07831146,n03670208
n01685808,n03781244,n02113186
n02108551,n07720875,n02480495
n01807496,n04428191,n03642806
n04606251,n07753113,n03888257
n01806143,n02108551,n02037110
n02088094,n02835271,n04204347
n03666591,n01930112,n02092339
n02092339,n02396427,n03314780
n07711569,n02105505,n02950826
n03676483,n02799071,n04254120
n02927161,n07584110,n03297495
n02177972,n03538406,n06874185
n02356798,n07697537,n02342885
n04120489,n02804414,n03250847
n04356056,n03000684,n09835506
n01688243,n02226429,n02091244
n02319095,n04462240,n01755581
n01818515,n09399592,n01739381
n02107312,n03759954,n02058221
n04550184,n03868242,n02655020
n02102040,n07715103,n02692877
n03633091,n04310018,n03873416
n04357314,n04310018,n04118776
n02027492,n02123597,n03314780
n03417042,n03127747,n03658185
n03617480,n04532106,n01968897
n04482393,n03529860,n02013706
n03733805,n07932039,n04277352
n02097298,n03538406,n04328186
n02892201,n03017168,n01774384
n03355925,n02128757,n02093991
n04127249,n03188531,n01734418
n03666591,n02966193,n02009229
n03980874,n03133878,n04136333
n02226429,n02167151,n02113023
n02098286,n03958227,n04447861
n01694178,n07714990,n07718747
n04523525,n03124043,n02112018
n03670208,n04008634,n02814860
n02013706,n01945685,n04270147
n01776313,n03538406,n03895866
n01558993,n02012849,n02795169
n04336792,n02085782,n04579432
n09428293,n03938244,n02123159
n03888257,n01484850,n02229544
n02056570,n02807133,n02978881
n02817516,n02526121,n03095699
n03661043,n04326547,n03028079
n03424325,n03676483,n03450230
n03384352,n07831146,n02917067
n02509815,n02504013,n01608432
n02018207,n03272562,n03884397
n04179913,n02835271,n02268853
n02264363,n02259212,n03950228
n02134418,n02110806,n02097130
n02807133,n02101006,n02823750
n03977966,n04517823,n02112706
n03042490,n02410509,n02091467
n03594734,n04536866,n02093256
n04118776,n03998194,n03884397
n02099712,n02113712,n04487081
n02071294,n03089624,n02342885
n02108551,n04532106,n02093647
n03710193,n03937543,n02883205
n02092339,n02396427,n04263257
n04069434,n02497673,n02917067
n12985857,n02107574,n02342885
n01843065,n03794056,n02708093
n03424325,n07715103,n03450230
n04033995,n02009229,n02137549
n03584829,n02749479,n01728572
n04065272,n03089624,n04116512
n02091467,n03724870,n03743016
n04423845,n03976467,n12144580
n04371774,n02165105,n02009229
n02804414,n09399592,n02883205
n07749582,n03291819,n03950228
n03425413,n02099849,n15075141
n04311174,n03854065,n04008634
n02692877,n02174001,n07718747
n02966687,n04254777,n02088094
n07684084,n02910353,n02817516
n01748264,n02447366,n03197337
n02536864,n02325366,n02457408
n01744401,n04553703,n01532829
n03443371,n02097658,n02114855
n02325366,n07730033,n02690373
n01914609,n07715103,n02457408
n03854065,n02112137,n03018349
n02120505,n02869837,n03720891
n04273569,n03000134,n02493793
n04275548,n03673027,n09428293
n02328150,n01496331,n03902125
n02319095,n04462240,n03916031
n02165456,n04371774,n04417672
n03255030,n02607072,n01820546
n02165105,n03394916,n03947888
n03743016,n03394916,n02268853
n02823428,n04229816,n03733805
n03599486,n02093754,n01682714
n02841315,n13052670,n01829413
n02123045,n07697537,n02326432
n01872401,n03840681,n02113712
n01843383,n03075370,n02071294
n04252077,n04517823,n02119022
n07749582,n01693334,n02167151
n03938244,n02980441,n04525305
n03763968,n04152593,n04033901
n03773504,n03223299,n04550184
n04111531,n02877765,n03527444
n02977058,n04462240,n04065272
n02114367,n07718472,n02085620
n02510455,n07583066,n02114367
n09246464,n03891332,n03532672
n03041632,n12057211,n03775071
n02486261,n02871525,n03792972
n01843065,n02106662,n02843684
n03133878,n02607072,n03532672
n03124043,n02988304,n04285008
n03764736,n03599486,n02094114
n02509815,n04485082,n07615774
n07718472,n02500267,n03888257
n03180011,n03840681,n03146219
n01440764,n01669191,n04004767
n04532670,n03089624,n04252225
n02892201,n09256479,n02037110
n04033901,n04258138,n04263257
n04099969,n03255030,n03662601
n02009229,n03482405,n03483316
n03476991,n04501370,n04263257
n04392985,n04099969,n03630383
n03866082,n03384352,n04447861
n02317335,n03599486,n03838899
n03476991,n02483362,n03594945
n02107683,n01818515,n01537544
n03657121,n04517823,n03720891
n04325704,n03724870,n02100236
n03710637,n02877765,n02089973
n13052670,n01744401,n03814639
n06794110,n01955084,n02085620
n02804610,n01770393,n02074367
n07745940,n03991062,n03642806
n04356056,n01798484,n01855672
n04037443,n03871628,n02791124
n02395406,n04462240,n04347754
n06874185,n03691459,n03109150
n03216828,n04347754,n04346328
n03594734,n02089078,n03690938
n03355925,n03995372,n03595614
n07716358,n02129604,n01819313
n03599486,n02093754,n09428293
n01695060,n02877765,n03670208
n04515003,n02804414,n02444819
n01806567,n02177972,n02113712
n03485794,n04200800,n04141327
n02979186,n03954731,n01537544
n04501370,n04141076,n02033041
n02790996,n02500267,n02814533
n02786058,n02094114,n02823750
n01784675,n13044778,n12144580
n02095314,n13052670,n01806143
n03788195,n02497673,n01537544
n01983481,n07615774,n02708093
n07715103,n02097298,n02085936
n02437616,n03796401,n02168699
n01484850,n03991062,n02259212
n02488291,n09193705,n01828970
n04579432,n02500267,n02791124
n02486410,n03764736,n03443371
n03595614,n02169497,n04476259
n02174001,n04152593,n02091635
n02797295,n01729977,n03733805
n03485407,n03450230,n02699494
n04355933,n02111889,n04604644
n01770393,n04127249,n09428293
n02443114,n07579787,n07745940
n03065424,n03000684,n04086273
n01917289,n07860988,n09332890
n07831146,n01855032,n06794110
n04328186,n03290653,n01558993
n02096051,n04467665,n07718747
n02120505,n03868863,n03950228
n03218198,n03223299,n01855672
n04579145,n02643566,n09229709
n03691459,n02395406,n01532829
n02110063,n02892767,n02105855
n03791053,n04532106,n04179913
n02814860,n02099712,n02219486
n04332243,n07583066,n02422106
n04509417,n07590611,n03956157
n01773157,n03530642,n03759954
n02110063,n01773157,n04317175
n07590611,n03944341,n04141327
n02690373,n07871810,n04067472
n04487081,n02281406,n15075141
n03110669,n01753488,n02096437
n04523525,n01978455,n01855672
n02219486,n04606251,n09332890
n01773157,n01753488,n02480855
n04235860,n04116512,n04004767
n03223299,n01692333,n04118776
n02788148,n02111889,n02167151
n02058221,n07871810,n02102480
n03417042,n04162706,n07615774
n02277742,n03131574,n02236044
n03843555,n02097658,n04277352
n02112706,n07734744,n01930112
n04591157,n02500267,n02113023
n07584110,n07749582,n02606052
n02119022,n02071294,n03958227
n04147183,n04326547,n01608432
n02488291,n02951358,n03670208
n04355338,n03384352,n02012849
n11879895,n07584110,n03710193
n02457408,n02317335,n01824575
n01737021,n03131574,n03642806
n02804414,n04548362,n04266014
n02168699,n04493381,n04487394
n01930112,n04398044,n03018349
n02443114,n02403003,n03450230
n04310018,n02106662,n09428293
n02325366,n13040303,n04004767
n04254777,n03781244,n07930864
n04009552,n01955084,n02093256
n04560804,n03379051,n04604644
n01824575,n02102973,n01667778
n04004767,n01806143,n04597913
n02107312,n02111889,n03666591
n02483708,n03874599,n01820546
n03179701,n09256479,n01768244
n03372029,n03530642,n03776460
n03089624,n03124043,n03445777
n09288635,n02412080,n03443371
n09256479,n02395406,n04209133
n02398521,n07590611,n01770393
n02105505,n07754684,n03642806
n02484975,n02859443,n04118776
n03047690,n07875152,n04179913
n02814860,n03495258,n02708093
n03697007,n07714990,n03720891
n10148035,n03481172,n03787032
n01806567,n07248320,n03680355
n01981276,n01955084,n02107574
n01944390,n02077923,n02457408
n02676566,n04023962,n02095570
n02088632,n02077923,n07930864
n02102177,n01955084,n03983396
n03461385,n09193705,n03444034
n03250847,n02837789,n02966687
n01796340,n04435653,n07742313
n02490219,n03874599,n02105855
n02002556,n07590611,n02105641
n02165105,n04522168,n04380533
n01774750,n03124043,n03630383
n03884397,n02017213,n03032252
n01873310,n04517823,n01828970
n02107312,n02172182,n02106030
n04192698,n01980166,n02087046
n02074367,n02109525,n02112018
n02097047,n02094433,n02808440
n02483708,n03710637,n02917067
n02134084,n03884397,n02018207
n02790996,n01917289,n03916031
n04270147,n03710637,n02013706
n03967562,n03028079,n02454379
n03980874,n02088466,n02229544
n04070727,n01770393,n04371430
n03259280,n01774750,n02108000
n01685808,n09256479,n01682714
n04033995,n04019541,n02124075
n04209239,n04442312,n02457408
n02930766,n03781244,n04540053
n02124075,n02793495,n02917067
n04154565,n03887697,n01773797
n09332890,n04065272,n03218198
n02319095,n02108915,n02091032
n02017213,n03476991,n01667778
n02687172,n01740131,n01871265
n04536866,n03529860,n03770679
n03633091,n03724870,n04118776
n02510455,n04201297,n02783161
n03207941,n03100240,n07614500
n03485407,n03016953,n02783161
n03961711,n01644900,n03888257
n04356056,n04336792,n03642806
n03793489,n02169497,n09428293
n03873416,n02606052,n04417672
n04204238,n03207941,n03476684
n02321529,n03249569,n01675722
n02018795,n02799071,n02093256
n02398521,n02077923,n03344393
n02342885,n07742313,n02950826
n02488291,n07730033,n04277352
n04554684,n01664065,n01820546
n03874599,n01496331,n15075141
n02437616,n02106030,n04131690
n02124075,n01955084,n02916936
n03016953,n02860847,n02963159
n04254120,n02395406,n02098105
n02009912,n04532106,n07930864
n02018207,n02097209,n04380533
n02134418,n03884397,n02112018
n04590129,n01532829,n04147183
n03196217,n01728920,n03452741
n04357314,n04310018,n02389026
n02643566,n01740131,n02093647
n02108000,n01985128,n02091467
n04204347,n01914609,n02641379
n02870880,n02445715,n02229544
n03759954,n04044716,n01828970
n03255030,n03240683,n03786901
n04367480,n02325366,n02690373
n03447447,n04462240,n03877845
n02641379,n02395406,n02749479
n03532672,n01871265,n02098105
n01770393,n03933933,n02120079
n03594945,n02398521,n04596742
n03220513,n04310018,n02138441
n02108422,n04090263,n03223299
n01945685,n02325366,n06794110
n03763968,n07745940,n02690373
n03478589,n01629819,n02916936
n03876231,n03498962,n01824575
n02113023,n03933933,n01687978
