anchor_cat,positive_cat,negative_cat
n02037110,n02085782,n07836838
n04493381,n07714990,n01843065
n02687172,n02807133,n03877845
n04285008,n02492035,n04429376
n02132136,n13054560,n02097047
n02492660,n03131574,n04592741
n02504013,n03127747,n04090263
n02892767,n02102318,n01843065
n07583066,n01740131,n02033041
n02966687,n04131690,n01580077
n02823428,n01773157,n01530575
n02909870,n03788365,n02687172
n02443114,n02783161,n09332890
n04254120,n04540053,n02097474
n03445924,n02233338,n02100236
n04367480,n01704323,n02804610
n12057211,n03888605,n03903868
n04418357,n03450230,n04141327
n02777292,n04154565,n03938244
n02793495,n04372370,n02106662
n02017213,n03249569,n02033041
n02111129,n02123597,n12144580
n02669723,n04005630,n02980441
n02114367,n02500267,n02326432
n04423845,n03180011,n02056570
n02111889,n02098413,n07715103
n01693334,n02988304,n07717410
n04592741,n04389033,n02489166
n02012849,n02860847,n03857828
n04069434,n02105251,n02999410
n02276258,n02666196,n03344393
n01828970,n03197337,n03950228
n02172182,n09256479,n02089973
n02013706,n02097658,n02825657
n01984695,n01695060,n04141327
n13052670,n02128385,n02100735
n02817516,n02115641,n02870880
n03538406,n03529860,n03877845
n01440764,n03314780,n02980441
n02110341,n04548362,n02909870
n02098105,n01984695,n04033995
n03733805,n01986214,n02086646
n02109525,n04200800,n03733805
n04266014,n02437312,n03393912
n02087394,n02113624,n03938244
n04501370,n03884397,n04486054
n01616318,n03325584,n02105251
n02114548,n02088632,n02095570
n03095699,n02111500,n02088094
n02090622,n03942813,n03814639
n02009229,n04039381,n02108551
n02086240,n02787622,n02009229
n02102973,n02769748,n04037443
n02129604,n03929855,n02281406
n02106662,n01560419,n02280649
n01735189,n04392985,n01797886
n04523525,n03977966,n02917067
n04149813,n03788365,n03642806
n01775062,n01806567,n03529860
n02951358,n02510455,n04442312
n04380533,n03786901,n02814533
n02814860,n01955084,n02168699
n07860988,n03992509,n03786901
n01530575,n04116512,n02056570
n07584110,n02988304,n02124075
n04009552,n02099849,n02129165
n03297495,n03447721,n02086240
n03733805,n04505470,n02966687
n03899768,n04462240,n03662601
n04251144,n04532106,n03133878
n02105056,n03884397,n09468604
n03538406,n02051845,n03697007
n02786058,n02094114,n02094258
n04141076,n03710721,n04613696
n02871525,n03841143,n02108422
n03803284,n01644373,n04443257
n02690373,n03400231,n04277352
n03792782,n02687172,n03950228
n02391049,n02730930,n02865351
n12768682,n02127052,n03216828
n03216828,n02807133,n02105412
n02128757,n03045698,n03187595
n02177972,n02093754,n02606052
n04392985,n02769748,n02906734
n02927161,n07717556,n02095314
n02088632,n01677366,n03877845
n02342885,n02094258,n01774384
n03709823,n04325704,n02699494
n04201297,n04376876,n04259630
n02396427,n03627232,n01930112
n02444819,n02356798,n01531178
n03710193,n04325704,n04270147
n02123394,n02280649,n02110063
n02102318,n04485082,n04476259
n07768694,n04548362,n02342885
n10148035,n04447861,n04435653
n03840681,n07590611,n02119789
n02109047,n02488702,n03930313
n03843555,n01665541,n02095570
n04550184,n07693725,n07720875
n04004767,n04435653,n04136333
n02096294,n04192698,n04486054
n02077923,n01739381,n02097474
n03843555,n02111500,n03063689
n02105056,n02099849,n04389033
n04310018,n01729977,n02033041
n07873807,n02865351,n04328186
n07930864,n03133878,n02092002
n04392985,n03854065,n03657121
n12620546,n02172182,n03903868
n03180011,n07715103,n02509815
n02058221,n04254680,n02106382
n02108551,n02134084,n02708093
n02018795,n02092002,n02091831
n03218198,n04479046,n01820546
n02398521,n03710637,n03776460
n01631663,n03379051,n01860187
n02607072,n04141076,n03584254
n04209133,n02100236,n09288635
n02808440,n01773549,n02114548
n03014705,n04067472,n02840245
n03729826,n02666196,n02504458
n04040759,n04590129,n03642806
n02692877,n02110185,n01484850
n03891251,n04344873,n03903868
n03977966,n03840681,n01797886
n07718472,n02493509,n03887697
n03393912,n12768682,n02058221
n03482405,n04409515,n03223299
n03680355,n03530642,n02480855
n03662601,n03447721,n04532106
n02102480,n02128385,n04141327
n02099601,n02112137,n04069434
n02988304,n03773504,n02504458
n03673027,n03633091,n02229544
n01820546,n06794110,n02085620
n02837789,n01695060,n11879895
n02106662,n03259280,n02229544
n02099712,n04131690,n01641577
n03496892,n02782093,n02074367
n03642806,n03425413,n12985857
n01824575,n04040759,n03216828
n02077923,n02100583,n03014705
n03976657,n02105251,n02110806
n02870880,n02114548,n03782006
n02095889,n04487394,n02280649
n03908618,n04346328,n12144580
n04239074,n03272562,n02165105
n02108422,n02607072,n04049303
n04604644,n04592741,n01728572
n04613696,n04370456,n01484850
n02107574,n03379051,n03958227
n02279972,n02457408,n03770679
n03355925,n01984695,n02093991
n03584254,n02092002,n01616318
n01632458,n02101388,n02280649
n04584207,n03124170,n04090263
n04228054,n04462240,n12144580
n07836838,n07747607,n04356056
n03602883,n03249569,n02823750
n03792782,n02814860,n04592741
n02085782,n03100240,n04004767
n03785016,n04371430,n03661043
n03627232,n04483307,n03796401
n02087046,n02130308,n09332890
n02106550,n01806567,n03877845
n01514859,n03692522,n03661043
n02033041,n02536864,n01843383
n04522168,n04409515,n01704323
n03492542,n03814906,n02104365
n02101006,n02112137,n03240683
n07697313,n03492542,n02107312
n03887697,n04443257,n03788195
n02011460,n03840681,n07930864
n02974003,n04548280,n04591713
n02114855,n02423022,n02002556
n04328186,n04399382,n07892512
n02802426,n04347754,n02086240
n02093428,n01443537,n03876231
n01534433,n02981792,n03223299
n02974003,n01983481,n02492035
n09332890,n01601694,n02988304
n03495258,n04372370,n03733805
n03649909,n04522168,n03642806
n04131690,n03100240,n04258138
n07753275,n01930112,n03843555
n03492542,n02843684,n04286575
n04074963,n07768694,n02870880
n02092002,n02749479,n03485794
n01817953,n04350905,n03085013
n02837789,n03724870,n03642806
n07697313,n03785016,n02009912
n02190166,n02841315,n03642806
n02090379,n02808440,n09332890
n03196217,n07745940,n03930313
n04296562,n02860847,n02095570
n02488291,n02356798,n02672831
n01685808,n02112350,n07714990
n02108551,n02099849,n07930864
n01807496,n02510455,n03216828
n04606251,n03124043,n02749479
n01806143,n04149813,n03857828
n02088094,n02107574,n04604644
n03666591,n02097658,n02492660
n02092339,n02098413,n07753275
n07711569,n03691459,n02099712
n03676483,n02837789,n02190166
n02927161,n01978287,n04522168
n02177972,n04485082,n02917067
n02356798,n01914609,n04141327
n04120489,n04228054,n02097298
n04356056,n04548362,n07718747
n01688243,n07871810,n04428191
n02319095,n11879895,n04067472
n01818515,n03908618,n03393912
n02107312,n03759954,n02870880
n04550184,n01984695,n02391049
n02102040,n02112137,n03240683
n03633091,n03220513,n03216828
n04357314,n03089624,n03444034
n02027492,n01698640,n02100236
n03417042,n03179701,n02088364
n03617480,n02002724,n01774750
n04482393,n01742172,n02013706
n03733805,n04505470,n01770081
n02097298,n02110185,n02825657
n02892201,n03384352,n04399382
n03355925,n03160309,n04357314
n04127249,n07871810,n02090721
n03666591,n02123597,n02457408
n03980874,n02108000,n02092002
n02226429,n02643566,n15075141
n02098286,n03958227,n02091635
n01694178,n03045698,n02105251
n04523525,n04067472,n02105251
n03670208,n04120489,n02105412
n02013706,n03089624,n03930630
n01776313,n03197337,n04613696
n01558993,n02687172,n03627232
n04336792,n12267677,n03595614
n09428293,n02825657,n03075370
n03888257,n02206856,n02825657
n02056570,n03476684,n04116512
n02817516,n02100236,n03297495
n03661043,n04037443,n02105505
n03424325,n02999410,n04417672
n03384352,n06359193,n01806143
n02509815,n02939185,n03642806
n02018207,n02794156,n02105251
n04179913,n04536866,n01537544
n02264363,n02102177,n02088364
n02134418,n03494278,n15075141
n02807133,n02492660,n03877845
n03977966,n02403003,n01820546
n03042490,n07590611,n01558993
n03594734,n04584207,n04286575
n04118776,n07753592,n01978287
n02099712,n01819313,n04153751
n02071294,n03372029,n03445777
n02108551,n02105056,n02009229
n03710193,n03785016,n03938244
n02092339,n02098413,n02814533
n04069434,n04081281,n03777568
n12985857,n03633091,n02097047
n01843065,n03794056,n02730930
n03424325,n07745940,n04417672
n04033995,n07836838,n02190166
n03584829,n04579145,n04562935
n04065272,n01667114,n03792972
n02091467,n03724870,n01484850
n04423845,n03047690,n01688243
n04371774,n07584110,n02951585
n02804414,n07745940,n03661043
n07749582,n03633091,n02117135
n03425413,n03529860,n02108422
n04311174,n01955084,n03482405
n02692877,n01735189,n03388549
n02966687,n02676566,n02109961
n07684084,n02823428,n02086240
n01748264,n02088632,n03297495
n02536864,n02500267,n03933933
n01744401,n01773549,n02814533
n03443371,n03908714,n02870880
n02325366,n04409515,n04252225
n01914609,n02837789,n01795545
n03854065,n03291819,n03642806
n02120505,n01728572,n02791124
n04273569,n02112018,n04033995
n04275548,n04328186,n02102040
n02328150,n01945685,n03207941
n02319095,n11879895,n04004767
n02165456,n02102973,n03742115
n03255030,n03146219,n04604644
n02165105,n07742313,n04592741
n03743016,n04040759,n03733805
n02823428,n07583066,n03720891
n03599486,n02111129,n03498962
n02841315,n04579145,n03938244
n02123045,n02776631,n02840245
n01872401,n01930112,n02486261
n01843383,n01990800,n12057211
n04252077,n04548362,n04429376
n07749582,n01744401,n02097474
n03938244,n02094114,n03658185
n03763968,n04228054,n01531178
n03773504,n02422106,n02091635
n04111531,n03495258,n02117135
n02977058,n04367480,n04065272
n02114367,n02500267,n02974003
n02510455,n03691459,n03075370
n09246464,n03529860,n15075141
n03041632,n03908714,n02457408
n02486261,n04116512,n03485794
n01843065,n06596364,n03977966
n03133878,n03903868,n01807496
n03124043,n07753592,n03706229
n03764736,n02493793,n03459775
n02509815,n02776631,n03877845
n07718472,n07584110,n04562935
n03180011,n04517823,n02097474
n01440764,n02948072,n03947888
n04532670,n04517823,n02106166
n02892201,n03676483,n13133613
n04033901,n09256479,n04447861
n04099969,n02110958,n03950228
n02009229,n02536864,n02667093
n03476991,n03977966,n04252225
n04392985,n02077923,n02167151
n03866082,n02088466,n02074367
n02317335,n03000684,n02099712
n03476991,n03124170,n04209133
n02107683,n04325704,n02814533
n03657121,n07714990,n04461696
n04325704,n03485794,n02105641
n03710637,n02489166,n03344393
n13052670,n03131574,n03814639
n06794110,n07248320,n04447861
n02804610,n02669723,n04579432
n07745940,n03255030,n03197337
n04356056,n02981792,n03877845
n04037443,n02883205,n02114855
n02395406,n01735189,n03877845
n06874185,n01440764,n03527444
n03216828,n02808440,n09835506
n03594734,n03534580,n02099712
n03355925,n01910747,n02091467
n07716358,n04371774,n04456115
n03599486,n02111129,n01855672
n01695060,n03146219,n03445777
n04515003,n13133613,n02120079
n01806567,n02226429,n09428293
n03485794,n02110185,n02085620
n02979186,n03785016,n02484975
n04501370,n03127747,n04136333
n02790996,n01871265,n02795169
n02786058,n02108000,n02219486
n01784675,n03259280,n02090622
n02095314,n04229816,n07614500
n03788195,n03874599,n02802426
n01983481,n02804610,n07930864
n07715103,n02441942,n02105855
n02437616,n13052670,n04146614
n01484850,n02127052,n07583066
n02488291,n02086079,n03661043
n04579432,n01664065,n03661043
n02486410,n13054560,n04389033
n03595614,n02092002,n02096585
n02174001,n01910747,n07714571
n02797295,n13054560,n04118776
n03485407,n02687172,n02699494
n04355933,n01829413,n04326547
n01770393,n12267677,n09428293
n02443114,n02114855,n02168699
n03065424,n02669723,n09428293
n01917289,n04532106,n02219486
n07831146,n03633091,n06794110
n04328186,n01735189,n04252225
n02096051,n02113624,n03933933
n02120505,n06596364,n04532670
n03218198,n07749582,n04141327
n04579145,n01630670,n02012849
n03691459,n01855032,n02906734
n02110063,n02090379,n02089078
n03791053,n04462240,n04270147
n02814860,n02110958,n02492035
n04332243,n04192698,n03109150
n04509417,n07920052,n02133161
n01773157,n03814906,n03956157
n02110063,n02093754,n02939185
n07590611,n07871810,n03197337
n02690373,n03461385,n02105855
n04487081,n02128757,n15075141
n03110669,n02106550,n02480495
n04523525,n04462240,n07684084
n02219486,n04493381,n03344393
n01773157,n01753488,n02655020
n04235860,n01729977,n02229544
n03223299,n02089078,n03786901
n02788148,n01641577,n02097474
n02058221,n03146219,n02277742
n03417042,n03595614,n02480495
n02277742,n04525038,n04004767
n03843555,n03895866,n03216828
n02112706,n04141076,n03930313
n04591157,n01818515,n03661043
n07584110,n03825788,n02641379
n02119022,n02106166,n03935335
n04147183,n02112018,n03445777
n02488291,n02877765,n02672831
n04355338,n02395406,n02113186
n11879895,n02979186,n02117135
n02457408,n02279972,n04116512
n01737021,n02892767,n02098286
n02804414,n03742115,n03877845
n02168699,n03207743,n02107574
n01930112,n02769748,n03662601
n02443114,n03379051,n04476259
n04310018,n04201297,n01537544
n02325366,n02398521,n04443257
n04254777,n07753113,n04118776
n04009552,n01697457,n01843065
n04560804,n03450230,n04435653
n01824575,n01695060,n04118776
n04004767,n07892512,n02119789
n02107312,n01689811,n07802026
n02483708,n04229816,n04090263
n03179701,n01877812,n02492035
n03372029,n01498041,n02113023
n03089624,n03633091,n02086240
n09288635,n02013706,n02493793
n09256479,n04200800,n02326432
n02398521,n04380533,n03764736
n02105505,n01677366,n03297495
n02484975,n02422699,n04141327
n03047690,n03888605,n04118776
n02814860,n03908618,n02120079
n03697007,n03792782,n04286575
n10148035,n02808304,n07717410
n01806567,n02106550,n03532672
n01981276,n03124043,n04258138
n01944390,n01735189,n03344393
n02676566,n03942813,n04049303
n02088632,n03691459,n04347754
n02102177,n02259212,n02676566
n03461385,n01698640,n02256656
n03250847,n03785016,n04153751
n01796340,n02877765,n03895866
n02490219,n01729977,n01847000
n02002556,n02412080,n03891332
n02165105,n01443537,n03950228
n01774750,n02105505,n01537544
n03884397,n02483708,n03355925
n01873310,n01496331,n01531178
n02107312,n03000684,n03492542
n04192698,n02877765,n06359193
n02074367,n02108551,n04532670
n02097047,n03187595,n03902125
n02483708,n10148035,n03761084
n02134084,n02105641,n09468604
n02790996,n04597913,n07892512
n04270147,n07742313,n02988304
n03967562,n02860847,n03388549
n03980874,n02843684,n04037443
n04070727,n03793489,n04599235
n03259280,n03220513,n02980441
n01685808,n04376876,n07717410
n04033995,n03887697,n02814533
n04209239,n07695742,n03763968
n02930766,n03781244,n02033041
n02124075,n03110669,n03877845
n04154565,n01753488,n02423022
n09332890,n04019541,n09229709
n02319095,n02325366,n02009229
n02017213,n02483362,n03297495
n02687172,n01740131,n04243546
n04536866,n04367480,n02895154
n03633091,n02395406,n03877845
n02510455,n03124170,n04239074
n03207941,n02966687,n04229816
n03485407,n02749479,n02480495
n03961711,n03627232,n03764736
n04356056,n02102177,n02825657
n03793489,n02607072,n02807133
n03873416,n03160309,n02105056
n04204238,n07745940,n01847000
n02321529,n01855032,n02091635
n02018795,n03124170,n07717410
n02398521,n04350905,n04136333
n02342885,n02108000,n01833805
n02488291,n02325366,n02012849
n04554684,n01945685,n01682714
n03874599,n03710721,n02114855
n02437616,n04228054,n04037443
n02124075,n02096294,n03947888
n03016953,n01914609,n03630383
n04254120,n02395406,n02098105
n02009912,n02793495,n02097298
n02018207,n02097209,n04154565
n02134418,n03837869,n04116512
n04590129,n03627232,n02326432
n03196217,n02607072,n01558993
n04357314,n03089624,n04435653
n02643566,n01740131,n04332243
n02108000,n02509815,n04443257
n04204347,n04081281,n03425413
n02870880,n01860187,n03146219
n03759954,n04044716,n01855672
n03255030,n02835271,n02950826
n04367480,n03160309,n02088364
n03447447,n07831146,n03297495
n02641379,n01978287,n04147183
n03532672,n02317335,n02112706
n01770393,n02090379,n04209133
n03594945,n02321529,n02096437
n03220513,n03633091,n02105056
n02108422,n01675722,n03908714
n01945685,n02328150,n02098105
n03763968,n03125729,n03877845
n03478589,n02104365,n03075370
n03876231,n02091635,n02606052
n02113023,n02979186,n02802426
